Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,Year,Month,DayOfMonth,DayOfWeek,Month_sin,Month_cos,Season,lag1_Rainfall,lag1_Humidity3pm,roll3_Rainfall,TempRange,LocationCluster
Katherine,19.5,37.0,0.0,SE,35.0,NE,ESE,4.0,17.0,65.0,39.0,1014.4,1010.4,4.0,30.0,33.8,No,2016,4,20,2,0.8660254037844387,-0.49999999999999983,Autumn,0.0,38.0,0.0,17.5,C4
Penrith,10.5,19.7,0.0,SE,26.0,SW,WSW,4.0,2.0,91.0,60.0,1017.6,1015.2,5.0,13.1,19.0,No,2015,6,25,3,1.2246467991473532e-16,-1.0,Winter,0.0,56.0,0.13333333333333097,9.2,C0
Newcastle,9.3,23.5,0.2,W,39.0,NW,SE,0.0,7.0,83.0,58.0,1017.6,1015.2,7.0,11.4,21.8,No,2009,6,27,5,1.2246467991473532e-16,-1.0,Winter,0.0,48.0,0.13333333333333333,10.1,C0
Newcastle,17.6,31.8,0.0,W,39.0,NW,SE,0.0,7.0,77.0,58.0,1017.6,1015.2,4.0,23.7,21.8,No,2015,11,19,3,-0.5000000000000004,0.8660254037844384,Spring,0.0,58.0,1.5999999999999999,14.2,C0
Wollongong,11.2,17.9,0.0,WSW,50.0,SW,WSW,17.0,17.0,53.0,39.0,1021.2,1019.8,8.0,14.2,17.6,No,2009,7,28,1,-0.4999999999999998,-0.8660254037844388,Winter,3.6,36.0,1.2,6.699999999999999,C1
Portland,5.9,12.6,0.6,NNW,43.0,N,NNE,17.0,17.0,68.0,69.0,1007.8,1001.6,7.0,9.5,12.3,No,2009,9,6,6,-1.0,-1.8369701987210297e-16,Spring,15.4,67.0,7.533333333333334,6.699999999999999,C3
MelbourneAirport,4.5,15.0,0.6,N,30.0,N,NNW,17.0,20.0,65.0,45.0,1030.5,1028.0,4.0,8.6,13.9,No,2013,6,8,5,1.2246467991473532e-16,-1.0,Winter,8.8,58.0,2.9333333333333336,10.5,C1
Woomera,12.6,26.0,0.0,SSW,50.0,SSW,SSW,30.0,26.0,47.0,22.0,1013.2,1010.9,0.0,16.4,22.7,No,2012,2,6,0,0.8660254037844386,0.5000000000000001,Summer,0.0,21.0,0.0,13.4,C2
Newcastle,9.0,17.3,0.2,W,39.0,NW,SE,0.0,7.0,81.0,58.0,1017.6,1015.2,4.0,13.7,21.8,No,2010,7,25,6,-0.4999999999999998,-0.8660254037844388,Winter,0.4,72.0,3.266666666666667,8.3,C0
Watsonia,9.0,24.8,0.0,WSW,28.0,S,SSW,2.0,7.0,89.0,44.0,1020.6,1018.4,7.0,12.9,23.1,No,2012,3,12,0,1.0,6.123233995736766e-17,Autumn,0.0,47.0,0.0,15.8,C0
Dartmoor,7.8,17.4,1.8,NNW,35.0,N,NW,15.0,20.0,95.0,67.0,1025.6,1022.2,5.0,10.8,16.1,Yes,2009,8,18,1,-0.8660254037844384,-0.5000000000000004,Winter,13.2,67.0,4.999999999999999,9.599999999999998,C3
Richmond,7.9,24.9,0.2,N,44.0,NNE,NNW,11.0,19.0,57.0,35.0,1015.8,1011.2,8.0,17.5,24.3,No,2016,8,10,2,-0.8660254037844384,-0.5000000000000004,Winter,0.0,56.0,0.0,17.0,C0
Mildura,2.9,22.2,0.0,S,31.0,NE,SW,17.0,7.0,50.0,26.0,1020.1,1016.5,0.0,14.4,21.1,No,2015,9,16,2,-1.0,-1.8369701987210297e-16,Spring,1.0,36.0,0.33333333333333365,19.3,C2
Sydney,7.3,16.9,0.0,W,43.0,W,WNW,13.0,13.0,92.0,61.0,1022.6,1019.0,4.0,9.4,16.0,No,2015,7,10,4,-0.4999999999999998,-0.8660254037844388,Winter,0.0,46.0,1.8666666666666618,9.599999999999998,C1
Moree,18.6,33.4,0.0,NE,39.0,E,NNE,20.0,9.0,53.0,29.0,1019.4,1015.6,2.0,23.9,30.3,No,2010,2,20,5,0.8660254037844386,0.5000000000000001,Summer,0.0,22.0,0.0,14.799999999999997,C2
Cairns,20.6,27.4,16.8,SSE,56.0,SSE,SE,28.0,35.0,75.0,65.0,1017.8,1015.7,4.0,24.2,25.5,Yes,2013,5,31,4,0.49999999999999994,-0.8660254037844387,Autumn,2.8,68.0,2.7999999999999994,6.799999999999997,C4
Williamtown,14.5,23.1,0.0,NW,61.0,NW,WNW,31.0,43.0,45.0,42.0,1011.1,1008.9,5.0,17.7,21.6,No,2009,5,16,5,0.49999999999999994,-0.8660254037844387,Autumn,0.0,33.0,0.0,8.600000000000001,C1
Watsonia,12.4,24.2,0.0,SSW,37.0,E,WSW,6.0,19.0,75.0,41.0,1017.9,1016.6,7.0,16.7,23.4,No,2013,3,15,4,1.0,6.123233995736766e-17,Autumn,0.2,46.0,0.06666666666667141,11.799999999999999,C0
Albury,16.5,27.7,0.0,WNW,50.0,ENE,WNW,11.0,28.0,66.0,61.0,1007.9,1004.2,4.0,20.9,25.4,No,2012,3,21,2,1.0,6.123233995736766e-17,Autumn,0.0,47.0,0.0,11.2,C0
Cobar,4.8,16.7,3.0,W,30.0,S,WSW,6.0,15.0,75.0,42.0,1017.6,1014.8,0.0,9.9,15.6,Yes,2013,5,14,1,0.49999999999999994,-0.8660254037844387,Autumn,1.2,87.0,0.39999999999999997,11.899999999999999,C2
Penrith,20.1,25.6,7.4,NE,26.0,SSW,SSW,4.0,9.0,92.0,76.0,1017.6,1015.2,5.0,21.9,24.3,Yes,2015,2,21,5,0.8660254037844386,0.5000000000000001,Summer,3.8,52.0,1.266666666666669,5.5,C0
CoffsHarbour,14.7,17.6,3.6,SSW,37.0,WSW,SSW,15.0,19.0,94.0,94.0,1018.4,1017.8,8.0,15.2,15.9,Yes,2009,10,4,6,-0.8660254037844386,0.5000000000000001,Spring,1.4,63.0,0.4666666666666666,2.900000000000002,C1
AliceSprings,12.4,29.8,0.0,SSE,39.0,ESE,SE,17.0,22.0,41.0,24.0,1014.5,1010.4,1.0,21.9,27.8,No,2012,3,9,4,1.0,6.123233995736766e-17,Autumn,0.0,24.0,0.0,17.4,C2
GoldCoast,10.7,21.2,0.0,NNW,22.0,NNW,NNW,9.0,15.0,96.0,65.0,1017.7,1014.1,5.0,13.8,19.3,No,2009,6,25,3,1.2246467991473532e-16,-1.0,Winter,0.0,49.0,30.333333333333332,10.5,C1
GoldCoast,18.8,26.6,4.4,NE,37.0,E,E,20.0,24.0,67.0,64.0,1022.9,1021.3,5.0,24.9,24.2,Yes,2009,10,27,1,-0.8660254037844386,0.5000000000000001,Spring,0.0,79.0,0.0,7.800000000000001,C1
Moree,20.4,34.4,0.0,NNE,39.0,NNE,WSW,30.0,17.0,59.0,31.0,1016.6,1012.5,1.0,23.6,32.5,No,2012,1,4,2,0.49999999999999994,0.8660254037844387,Summer,0.0,35.0,0.0,14.0,C2
Newcastle,13.8,28.8,0.0,W,39.0,NW,NE,4.0,9.0,74.0,51.0,1017.6,1015.2,5.0,18.5,26.8,No,2012,2,17,4,0.8660254037844386,0.5000000000000001,Summer,0.0,53.0,22.5,10.1,C0
Cobar,9.5,22.9,0.0,SW,50.0,SW,SW,26.0,19.0,50.0,23.0,1008.2,1008.0,5.0,13.0,21.3,No,2010,12,20,0,-2.4492935982947064e-16,1.0,Summer,0.0,26.0,0.0,13.399999999999999,C2
MelbourneAirport,17.2,28.5,21.8,S,35.0,S,SSE,9.0,17.0,85.0,55.0,1009.7,1008.8,7.0,20.1,27.3,Yes,2011,1,15,5,0.49999999999999994,0.8660254037844387,Summer,24.6,67.0,18.400000000000002,11.3,C1
Wollongong,22.8,25.4,0.0,WSW,56.0,WNW,NE,15.0,0.0,73.0,52.0,1008.3,1008.2,8.0,23.8,21.6,No,2009,3,4,2,1.0,6.123233995736766e-17,Autumn,0.0,70.0,0.0,2.599999999999998,C1
Penrith,15.9,24.3,0.0,NE,26.0,SW,SE,7.0,6.0,55.0,42.0,1017.6,1015.2,5.0,19.0,23.8,No,2015,3,16,0,1.0,6.123233995736766e-17,Autumn,0.0,49.0,2.466666666666669,8.4,C0
Cobar,21.2,32.3,0.0,E,48.0,ENE,E,28.0,17.0,49.0,31.0,1015.6,1013.4,6.0,23.1,30.2,No,2014,2,5,2,0.8660254037844386,0.5000000000000001,Summer,0.0,17.0,0.0,11.099999999999998,C2
Woomera,21.2,37.3,0.0,NNE,37.0,E,N,15.0,17.0,34.0,11.0,1015.5,1012.9,2.0,26.2,36.4,No,2017,3,10,4,1.0,6.123233995736766e-17,Autumn,0.0,14.0,0.0,16.099999999999998,C2
Townsville,23.7,33.2,0.0,ESE,46.0,SSE,E,24.0,33.0,60.0,53.0,1012.2,1008.7,1.0,28.7,31.8,No,2015,2,12,3,0.8660254037844386,0.5000000000000001,Summer,0.8,50.0,1.666666666666676,9.500000000000004,C4
Cobar,10.2,19.5,0.0,SW,33.0,WSW,SW,19.0,19.0,69.0,45.0,1019.4,1017.8,7.0,13.9,19.2,No,2015,5,11,0,0.49999999999999994,-0.8660254037844387,Autumn,0.0,29.0,0.0,9.3,C2
MountGambier,7.4,15.1,0.0,NNW,50.0,NNW,NNW,20.0,33.0,75.0,55.0,1020.7,1017.2,8.0,10.2,13.9,No,2016,8,27,5,-0.8660254037844384,-0.5000000000000004,Winter,0.0,72.0,1.2666666666666606,7.699999999999999,C3
Woomera,18.5,38.7,0.0,WSW,76.0,NE,NNW,28.0,26.0,40.0,14.0,1009.3,1004.8,0.0,28.0,37.7,No,2011,11,7,0,-0.5000000000000004,0.8660254037844384,Spring,0.0,32.0,0.0,20.200000000000003,C2
Penrith,9.4,24.1,0.0,WSW,28.0,NNE,SSE,4.0,4.0,66.0,32.0,1017.6,1015.2,5.0,15.7,23.3,No,2013,8,31,5,-0.8660254037844384,-0.5000000000000004,Winter,0.0,25.0,0.0,14.700000000000001,C0
MountGambier,8.7,15.4,0.2,N,41.0,N,NW,24.0,26.0,88.0,87.0,1009.6,1008.4,6.0,9.7,14.4,No,2014,6,20,4,1.2246467991473532e-16,-1.0,Winter,0.0,84.0,0.26666666666666433,6.700000000000001,C3
MountGambier,9.7,20.7,7.2,W,57.0,NW,WNW,13.0,31.0,72.0,62.0,1006.8,1005.8,6.0,15.8,18.7,Yes,2013,4,22,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,61.0,0.0,11.0,C3
Darwin,20.0,31.9,0.0,ESE,39.0,ESE,SSE,24.0,15.0,27.0,17.0,1016.8,1012.4,0.0,24.1,30.7,No,2010,8,12,3,-0.8660254037844384,-0.5000000000000004,Winter,0.0,26.0,0.0,11.899999999999999,C4
SydneyAirport,16.8,28.3,0.0,W,26.0,NW,NNW,11.0,13.0,68.0,35.0,1010.7,1007.3,6.0,20.4,28.0,No,2010,4,10,5,0.8660254037844387,-0.49999999999999983,Autumn,6.0,66.0,3.466666666666667,11.5,C1
Cairns,22.7,28.4,1.0,SE,59.0,ESE,SE,28.0,35.0,67.0,65.0,1015.9,1013.4,3.0,26.0,26.0,No,2014,6,6,4,1.2246467991473532e-16,-1.0,Winter,0.0,66.0,0.9333333333333339,5.699999999999999,C4
Brisbane,11.2,23.6,0.0,W,44.0,W,W,9.0,22.0,42.0,29.0,1013.6,1010.3,1.0,18.1,22.7,No,2016,5,28,5,0.49999999999999994,-0.8660254037844387,Autumn,0.0,38.0,0.0,12.400000000000002,C0
Ballarat,6.2,18.6,0.0,N,24.0,ESE,N,17.0,13.0,71.0,58.0,1027.0,1023.8,2.0,10.6,17.1,No,2009,10,19,0,-0.8660254037844386,0.5000000000000001,Spring,0.0,62.0,2.133333333333335,12.400000000000002,C1
SalmonGums,9.7,21.4,10.0,SW,37.0,SW,SSW,15.0,20.0,73.0,50.0,1017.6,1015.2,5.0,14.4,18.8,Yes,2015,10,19,0,-0.8660254037844386,0.5000000000000001,Spring,0.0,37.0,0.0,11.7,C2
Richmond,14.6,20.3,1.4,E,26.0,SSW,E,0.0,17.0,89.0,71.0,1019.6,1016.5,8.0,16.0,19.7,Yes,2012,11,14,2,-0.5000000000000004,0.8660254037844384,Spring,0.4,41.0,0.13333333333333572,5.700000000000001,C0
Darwin,23.1,32.9,0.0,E,33.0,ESE,SE,13.0,17.0,70.0,41.0,1013.0,1009.0,5.0,27.5,32.3,No,2014,5,31,5,0.49999999999999994,-0.8660254037844387,Autumn,2.2,37.0,0.7333333333333428,9.799999999999997,C4
Woomera,10.9,16.8,0.4,SSE,52.0,SSE,S,37.0,30.0,62.0,50.0,1025.5,1024.4,7.0,12.8,16.3,No,2013,6,2,6,1.2246467991473532e-16,-1.0,Winter,27.2,74.0,9.2,5.9,C2
Perth,2.1,19.6,0.0,NE,20.0,NE,NNE,7.0,11.0,86.0,45.0,1030.7,1026.2,1.0,8.7,19.0,No,2014,6,15,6,1.2246467991473532e-16,-1.0,Winter,0.0,46.0,0.0,17.5,C0
Melbourne,9.7,18.5,0.4,WNW,30.0,WSW,NW,11.0,7.0,60.0,51.0,1016.0,1016.3,7.0,13.7,16.4,No,2016,11,2,2,-0.5000000000000004,0.8660254037844384,Spring,0.4,45.0,0.7333333333333322,8.8,C1
MountGambier,5.7,15.9,1.4,S,37.0,SW,S,17.0,20.0,84.0,65.0,1020.5,1018.8,6.0,11.1,14.1,Yes,2009,10,3,5,-0.8660254037844386,0.5000000000000001,Spring,0.0,78.0,0.0,10.2,C3
Melbourne,8.5,18.8,0.0,NW,61.0,NNW,NNW,31.0,33.0,62.0,38.0,1012.1,1009.1,1.0,11.7,18.0,No,2009,8,27,3,-0.8660254037844384,-0.5000000000000004,Winter,4.0,45.0,3.266666666666667,10.3,C1
Melbourne,11.0,21.9,0.0,N,52.0,N,N,22.0,28.0,69.0,39.0,1018.4,1014.2,7.0,12.8,20.9,No,2011,10,5,2,-0.8660254037844386,0.5000000000000001,Spring,0.0,30.0,6.699999999999999,10.899999999999999,C1
Townsville,26.1,33.7,0.4,N,39.0,N,N,15.0,30.0,72.0,60.0,1007.8,1003.7,3.0,30.5,31.7,No,2011,12,11,6,-2.4492935982947064e-16,1.0,Summer,0.0,68.0,0.0,7.600000000000001,C4
NorfolkIsland,14.4,18.7,0.2,SE,31.0,SSE,SE,17.0,19.0,54.0,57.0,1023.9,1022.8,1.0,16.7,17.0,No,2012,9,5,2,-1.0,-1.8369701987210297e-16,Spring,0.2,68.0,6.600000000000005,4.299999999999999,C3
Albury,4.5,17.0,0.0,ESE,48.0,S,SSE,7.0,7.0,92.0,50.0,1021.1,1017.9,8.0,9.2,16.7,No,2010,5,17,0,0.49999999999999994,-0.8660254037844387,Autumn,0.0,51.0,0.06666666666666667,12.5,C0
Albury,3.0,14.9,6.6,WSW,37.0,SE,W,0.0,20.0,99.0,74.0,1011.0,1012.5,8.0,6.7,12.8,Yes,2012,8,18,5,-0.8660254037844384,-0.5000000000000004,Winter,13.4,69.0,5.066666666666669,11.9,C0
Ballarat,6.3,10.7,1.6,N,39.0,N,N,26.0,20.0,99.0,98.0,1003.9,999.1,8.0,7.6,9.9,Yes,2014,5,2,4,0.49999999999999994,-0.8660254037844387,Autumn,0.0,58.0,8.133333333333338,4.3999999999999995,C1
Albury,14.4,32.2,0.0,WNW,41.0,SSE,N,2.0,20.0,62.0,25.0,1009.0,1005.2,4.0,21.9,29.8,No,2014,12,25,3,-2.4492935982947064e-16,1.0,Summer,0.4,30.0,0.3333333333333333,17.800000000000004,C0
CoffsHarbour,13.3,17.9,1.6,WSW,31.0,WSW,S,17.0,13.0,74.0,63.0,1018.7,1016.1,7.0,14.9,17.6,Yes,2010,6,27,6,1.2246467991473532e-16,-1.0,Winter,0.0,76.0,1.7333333333333145,4.599999999999998,C1
Canberra,2.0,15.4,0.0,NE,22.0,S,WNW,7.0,6.0,69.0,44.0,1024.9,1020.8,3.0,7.4,14.4,No,2010,5,23,6,0.49999999999999994,-0.8660254037844387,Autumn,0.0,35.0,0.0,13.4,C0
PearceRAAF,11.8,29.0,0.6,WSW,41.0,E,W,6.0,17.0,69.0,32.0,1011.8,1010.2,6.0,21.8,27.7,No,2013,3,5,1,1.0,6.123233995736766e-17,Autumn,0.0,46.0,0.0,17.2,C2
Sale,9.2,18.8,1.8,WSW,44.0,W,W,17.0,17.0,83.0,64.0,1015.6,1016.0,6.0,11.6,16.2,Yes,2017,3,30,3,1.0,6.123233995736766e-17,Autumn,0.0,32.0,2.133333333333331,9.600000000000001,C1
MountGambier,11.2,19.5,1.0,SSW,56.0,W,SW,33.0,33.0,84.0,90.0,1008.7,1012.9,8.0,17.4,16.3,No,2015,3,23,0,1.0,6.123233995736766e-17,Autumn,0.0,17.0,0.1333333333333286,8.3,C3
Witchcliffe,9.4,17.5,8.0,WNW,67.0,WNW,WSW,19.0,20.0,82.0,75.0,1013.9,1015.6,5.0,14.1,16.4,Yes,2016,5,22,6,0.49999999999999994,-0.8660254037844387,Autumn,56.6,57.0,18.933333333333323,8.1,C1
MountGambier,11.1,16.2,0.2,W,41.0,WSW,WSW,28.0,19.0,93.0,73.0,1022.8,1023.6,7.0,12.4,14.4,No,2010,4,29,3,0.8660254037844387,-0.49999999999999983,Autumn,0.0,81.0,0.7999999999999999,5.1,C3
Sale,9.3,17.1,5.8,W,46.0,W,W,24.0,31.0,70.0,60.0,1017.7,1018.1,8.0,12.7,14.9,Yes,2012,11,2,4,-0.5000000000000004,0.8660254037844384,Spring,1.4,71.0,0.4666666666666643,7.800000000000001,C1
Hobart,13.6,20.7,0.4,NE,43.0,NNE,ENE,13.0,28.0,63.0,65.0,1021.3,1017.3,7.0,16.3,17.9,No,2016,1,27,2,0.49999999999999994,0.8660254037844387,Summer,0.0,46.0,0.19999999999999998,7.1,C1
SydneyAirport,19.2,28.1,0.0,NW,41.0,N,NE,7.0,26.0,65.0,59.0,1015.7,1013.8,7.0,24.2,25.7,No,2016,12,24,5,-2.4492935982947064e-16,1.0,Summer,0.0,51.0,0.0,8.900000000000002,C1
Hobart,11.7,17.1,3.4,SSE,24.0,S,SE,9.0,11.0,96.0,70.0,1027.2,1025.2,7.0,12.1,16.1,Yes,2017,3,23,3,1.0,6.123233995736766e-17,Autumn,10.2,61.0,3.5999999999999974,5.400000000000002,C1
Tuggeranong,10.8,26.7,0.0,NNW,28.0,NE,N,7.0,15.0,75.0,37.0,1024.1,1019.7,5.0,13.3,24.5,No,2009,10,22,3,-0.8660254037844386,0.5000000000000001,Spring,0.0,17.0,0.0,15.899999999999999,C0
MountGambier,7.1,18.5,1.4,N,28.0,NNE,N,13.0,13.0,90.0,66.0,1023.4,1022.3,2.0,12.0,17.4,Yes,2014,5,29,3,0.49999999999999994,-0.8660254037844387,Autumn,3.6,69.0,5.733333333333332,11.4,C3
MelbourneAirport,15.2,22.8,0.2,N,59.0,N,N,28.0,37.0,65.0,50.0,1020.9,1017.7,5.0,15.6,21.2,No,2014,5,19,0,0.49999999999999994,-0.8660254037844387,Autumn,0.0,55.0,0.0,7.600000000000001,C1
WaggaWagga,16.0,29.0,0.0,ENE,52.0,ENE,ENE,28.0,24.0,39.0,24.0,1020.7,1017.1,0.0,19.2,27.9,No,2014,2,5,2,0.8660254037844386,0.5000000000000001,Summer,0.4,32.0,0.1333333333333286,13.0,C0
Nhil,8.5,23.4,0.0,W,57.0,WSW,WSW,28.0,35.0,65.0,31.0,1009.8,1009.2,5.0,15.3,22.3,No,2014,1,4,5,0.49999999999999994,0.8660254037844387,Summer,1.8,36.0,1.4666666666666668,14.899999999999999,C1
Tuggeranong,20.5,29.1,0.0,W,52.0,NW,NW,15.0,22.0,62.0,51.0,1007.2,1002.8,5.0,22.9,26.6,No,2009,1,22,3,0.49999999999999994,0.8660254037844387,Summer,29.2,33.0,9.733333333333333,8.600000000000001,C0
Townsville,19.6,31.8,0.0,SSW,39.0,SSE,SSW,15.0,11.0,27.0,25.0,1015.3,1012.2,3.0,27.8,31.3,No,2009,4,27,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,62.0,0.0,12.2,C4
Albany,16.5,24.6,4.4,W,39.0,NNW,WSW,15.0,24.0,77.0,76.0,1006.5,1004.1,6.0,18.8,20.0,Yes,2012,5,5,5,0.49999999999999994,-0.8660254037844387,Autumn,0.0,81.0,0.2666666666666655,8.100000000000001,C1
Wollongong,8.1,19.9,0.2,WSW,43.0,NW,NNE,20.0,20.0,44.0,37.0,1031.7,1024.8,8.0,14.0,19.5,No,2014,8,6,2,-0.8660254037844384,-0.5000000000000004,Winter,0.0,51.0,0.0,11.799999999999999,C1
Wollongong,18.6,25.1,1.0,W,35.0,NNE,ESE,15.0,17.0,75.0,80.0,1011.7,1008.4,8.0,20.5,22.6,No,2016,5,1,6,0.49999999999999994,-0.8660254037844387,Autumn,0.0,70.0,0.0,6.5,C1
Bendigo,6.2,12.4,3.2,NNW,44.0,NW,NW,15.0,31.0,91.0,63.0,1015.9,1014.2,8.0,7.0,12.3,Yes,2015,7,25,5,-0.4999999999999998,-0.8660254037844388,Winter,4.0,81.0,2.9333333333333287,6.2,C0
MelbourneAirport,7.3,18.6,0.0,N,48.0,N,N,31.0,35.0,68.0,35.0,1024.9,1022.3,6.0,11.6,17.8,No,2016,8,29,0,-0.8660254037844384,-0.5000000000000004,Winter,0.0,47.0,0.06666666666666667,11.3,C1
Cairns,24.7,29.9,0.2,SE,41.0,SSE,SE,11.0,26.0,74.0,59.0,1011.6,1009.1,7.0,27.1,29.3,No,2015,12,18,4,-2.4492935982947064e-16,1.0,Summer,3.2,60.0,3.60000000000001,5.199999999999999,C4
Canberra,1.9,9.2,0.0,N,30.0,NW,N,0.0,7.0,99.0,93.0,1025.4,1021.2,7.0,5.5,8.9,No,2014,7,15,1,-0.4999999999999998,-0.8660254037844388,Winter,0.2,50.0,0.26666666666666905,7.299999999999999,C0
Albany,12.0,19.3,0.8,W,39.0,NNW,WSW,4.0,19.0,84.0,67.0,1017.9,1016.4,7.0,15.7,18.5,No,2016,5,2,0,0.49999999999999994,-0.8660254037844387,Autumn,0.6,67.0,5.833333333333336,7.300000000000001,C1
Nhil,13.0,24.4,0.0,W,41.0,W,WSW,15.0,20.0,90.0,53.0,1014.2,1012.3,5.0,14.7,22.1,No,2015,3,7,5,1.0,6.123233995736766e-17,Autumn,0.2,50.0,0.06666666666666786,11.399999999999999,C1
Richmond,18.2,36.8,0.0,SSW,35.0,NE,NE,4.0,11.0,77.0,32.0,1013.4,1007.9,8.0,23.6,36.6,No,2016,1,11,0,0.49999999999999994,0.8660254037844387,Summer,0.0,47.0,0.26666666666666194,18.599999999999998,C0
SalmonGums,11.0,29.3,0.0,E,41.0,E,ESE,28.0,22.0,49.0,25.0,1017.6,1015.2,5.0,18.9,28.2,No,2015,2,23,0,0.8660254037844386,0.5000000000000001,Summer,0.0,51.0,0.0,18.3,C2
Moree,6.9,18.1,4.0,S,54.0,NNE,SSW,0.0,17.0,87.0,43.0,1025.5,1022.1,6.0,10.4,16.9,Yes,2015,8,28,4,-0.8660254037844384,-0.5000000000000004,Winter,1.0,90.0,0.5333333333333358,11.200000000000001,C2
Portland,9.9,13.8,2.0,WSW,48.0,WSW,SSW,19.0,15.0,81.0,83.0,1023.5,1022.8,6.0,11.1,11.8,Yes,2010,6,11,4,1.2246467991473532e-16,-1.0,Winter,4.8,85.0,8.133333333333335,3.9000000000000004,C3
Hobart,8.4,13.2,0.0,SSE,31.0,SSE,SSW,11.0,15.0,94.0,79.0,1023.9,1025.2,7.0,11.8,12.5,No,2017,4,11,1,0.8660254037844387,-0.49999999999999983,Autumn,8.2,44.0,2.799999999999997,4.799999999999999,C1
CoffsHarbour,16.0,23.4,10.8,S,37.0,SW,SW,20.0,17.0,80.0,71.0,1026.2,1024.2,6.0,20.9,22.7,Yes,2010,4,17,5,0.8660254037844387,-0.49999999999999983,Autumn,0.0,53.0,0.0,7.399999999999999,C1
AliceSprings,11.9,28.5,0.0,ESE,37.0,SE,SSW,24.0,9.0,19.0,12.0,1018.8,1014.6,0.0,21.2,27.9,No,2009,10,14,2,-0.8660254037844386,0.5000000000000001,Spring,0.0,12.0,0.0,16.6,C2
Hobart,11.8,28.9,0.2,NW,63.0,NNW,NNE,19.0,15.0,73.0,43.0,1007.6,1000.2,6.0,15.5,28.1,No,2011,11,29,1,-0.5000000000000004,0.8660254037844384,Spring,9.6,62.0,7.666666666666662,17.099999999999998,C1
MountGambier,10.3,30.5,0.0,NNW,54.0,NNE,NNW,17.0,26.0,43.0,15.0,1022.3,1018.1,7.0,15.9,29.7,No,2014,10,18,5,-0.8660254037844386,0.5000000000000001,Spring,0.0,40.0,1.93333333333333,20.2,C3
Darwin,22.3,34.1,0.0,ENE,30.0,ESE,N,13.0,19.0,60.0,55.0,1010.7,1007.7,1.0,26.3,32.3,No,2017,5,21,6,0.49999999999999994,-0.8660254037844387,Autumn,0.2,48.0,0.06666666666669036,11.8,C4
Moree,2.6,17.8,0.0,WNW,22.0,NNE,S,0.0,9.0,82.0,42.0,1021.2,1017.6,0.0,10.2,17.1,No,2010,8,4,2,-0.8660254037844384,-0.5000000000000004,Winter,0.0,50.0,0.20000000000000473,15.200000000000001,C2
Launceston,3.2,12.8,0.2,NNW,70.0,NNW,NNW,7.0,33.0,94.0,91.0,1017.1,1011.6,8.0,9.3,11.9,No,2009,8,2,6,-0.8660254037844384,-0.5000000000000004,Winter,0.0,50.0,0.0,9.600000000000001,C0
Ballarat,0.9,7.9,8.0,WSW,37.0,WSW,SW,13.0,17.0,98.0,75.0,1016.6,1020.5,4.0,1.8,7.3,Yes,2011,7,7,3,-0.4999999999999998,-0.8660254037844388,Winter,1.8,98.0,2.000000000000005,7.0,C1
NorahHead,19.1,27.9,1.2,NNE,48.0,NNE,NE,13.0,30.0,80.0,81.0,1011.3,1008.0,5.0,22.6,22.8,Yes,2014,12,1,0,-2.4492935982947064e-16,1.0,Summer,0.0,70.0,0.0,8.799999999999997,C1
Uluru,1.0,19.1,0.0,ENE,43.0,ESE,E,13.0,19.0,56.0,28.0,1026.1,1022.2,7.0,8.2,17.8,No,2016,8,4,3,-0.8660254037844384,-0.5000000000000004,Winter,0.0,29.0,0.0,18.1,C2
Watsonia,11.9,21.4,0.0,S,28.0,ENE,S,11.0,15.0,93.0,60.0,1026.2,1024.4,8.0,15.3,19.4,No,2012,4,16,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,33.0,0.0,9.499999999999998,C0
Moree,15.8,32.7,0.0,E,57.0,ESE,SE,13.0,13.0,54.0,27.0,1019.0,1014.9,1.0,22.4,31.0,No,2017,2,27,0,0.8660254037844386,0.5000000000000001,Summer,4.2,33.0,1.4000000000000024,16.900000000000002,C2
SydneyAirport,11.4,20.0,0.0,WSW,41.0,WNW,W,13.0,20.0,32.0,23.0,1012.5,1011.0,1.0,16.2,19.8,No,2010,8,20,4,-0.8660254037844384,-0.5000000000000004,Winter,4.0,17.0,1.3333333333333333,8.6,C1
Sale,18.5,37.0,0.0,E,35.0,N,ESE,9.0,26.0,75.0,43.0,1014.2,1008.6,3.0,21.9,30.4,No,2010,1,11,0,0.49999999999999994,0.8660254037844387,Summer,0.0,55.0,0.0,18.5,C1
Penrith,6.9,22.8,0.2,S,44.0,SSE,SSE,4.0,17.0,64.0,68.0,1017.6,1015.2,5.0,14.9,17.2,No,2012,9,13,3,-1.0,-1.8369701987210297e-16,Spring,0.0,36.0,0.0,15.9,C0
PerthAirport,11.0,19.6,2.2,SSE,35.0,SSE,S,13.0,17.0,62.0,41.0,1021.1,1019.8,7.0,14.9,18.9,Yes,2016,4,30,5,0.8660254037844387,-0.49999999999999983,Autumn,2.0,45.0,1.6666666666666679,8.600000000000001,C2
